"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2008","600","2001 GRD euro / euro","1993","Western calendar year","11635920000",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2008","500","2001 GRD euro / euro","1993","Western calendar year","11635900000",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2008","1000","Euro","2008","Western calendar year","159108151076",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2008","600","2001 GRD euro / euro","1993","Western calendar year","165751831016",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2008","500","2001 GRD euro / euro","1993","Western calendar year","171200241092",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2008","1000","Euro","2008","Western calendar year","3930824673",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2008","600","2001 GRD euro / euro","1993","Western calendar year","2947610971",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2008","500","2001 GRD euro / euro","1993","Western calendar year","3384177296",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2008","1000","Euro","2008","Western calendar year","25375148388",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2008","600","2001 GRD euro / euro","1993","Western calendar year","16883000000",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2008","500","2001 GRD euro / euro","1993","Western calendar year","17127000000",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2008","1000","Euro","2008","Western calendar year","188414124137",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2008","600","2001 GRD euro / euro","1993","Western calendar year","185582441987",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2008","500","2001 GRD euro / euro","1993","Western calendar year","191711418388",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2007","1000","Euro","2008","Western calendar year","24071061973",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2007","600","2001 GRD euro / euro","1993","Western calendar year","24238851266",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2007","500","2001 GRD euro / euro","1993","Western calendar year","27724116152",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2007","1000","Euro","2008","Western calendar year","6129603854",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2007","600","2001 GRD euro / euro","1993","Western calendar year","6172330756",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2007","500","2001 GRD euro / euro","1993","Western calendar year","7156513793",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2007","1000","Euro","2008","Western calendar year","8342782356",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2007","600","2001 GRD euro / euro","1993","Western calendar year","8620708005",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2007","500","2001 GRD euro / euro","1993","Western calendar year","11531677116",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2007","1000","Euro","2008","Western calendar year","27398774868",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2007","600","2001 GRD euro / euro","1993","Western calendar year","30921715398",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2007","500","2001 GRD euro / euro","1993","Western calendar year","27923381478",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2007","1000","Euro","2008","Western calendar year","8061679880",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2007","600","2001 GRD euro / euro","1993","Western calendar year","7788952003",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2007","500","2001 GRD euro / euro","1993","Western calendar year","9676114613",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2007","1000","Euro","2008","Western calendar year","7803926989",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2007","600","2001 GRD euro / euro","1993","Western calendar year","9587607135",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2007","500","2001 GRD euro / euro","1993","Western calendar year","9204378421",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2007","1000","Euro","2008","Western calendar year","23751108638",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2007","600","2001 GRD euro / euro","1993","Western calendar year","22759065118",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2007","500","2001 GRD euro / euro","1993","Western calendar year","18336170147",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2007","1000","Euro","2008","Western calendar year","5642329404",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2007","600","2001 GRD euro / euro","1993","Western calendar year","5811452870",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2007","500","2001 GRD euro / euro","1993","Western calendar year","2092063281",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2007","1000","Euro","2008","Western calendar year","7540553233",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2007","600","2001 GRD euro / euro","1993","Western calendar year","8553924464",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2007","500","2001 GRD euro / euro","1993","Western calendar year","12806464262",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2007","1000","Euro","2008","Western calendar year","3742851680",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2007","600","2001 GRD euro / euro","1993","Western calendar year","3550465612",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2007","500","2001 GRD euro / euro","1993","Western calendar year","5400271505",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2007","1000","Euro","2008","Western calendar year","20859710733",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2007","600","2001 GRD euro / euro","1993","Western calendar year","20290763586",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2007","500","2001 GRD euro / euro","1993","Western calendar year","23564525072",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2007","1000","Euro","2008","Western calendar year","12567790935",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2007","600","2001 GRD euro / euro","1993","Western calendar year","12514145282",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2007","500","2001 GRD euro / euro","1993","Western calendar year","13153694970",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2007","1000","Euro","2008","Western calendar year","155912174542",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2007","600","2001 GRD euro / euro","1993","Western calendar year","160809981495",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2007","500","2001 GRD euro / euro","1993","Western calendar year","168569370810",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2007","1000","Euro","2008","Western calendar year","2485703138",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2007","600","2001 GRD euro / euro","1993","Western calendar year","2485703138",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2007","500","2001 GRD euro / euro","1993","Western calendar year","2485600000",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2007","1000","Euro","2008","Western calendar year","11319290038",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2007","600","2001 GRD euro / euro","1993","Western calendar year","11319287527",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2007","500","2001 GRD euro / euro","1993","Western calendar year","11319200000",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2007","1000","Euro","2008","Western calendar year","147078587642",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2007","600","2001 GRD euro / euro","1993","Western calendar year","151976420567",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2007","500","2001 GRD euro / euro","1993","Western calendar year","159735789182",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2007","1000","Euro","2008","Western calendar year","3783025454",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2007","600","2001 GRD euro / euro","1993","Western calendar year","3313234757",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2007","500","2001 GRD euro / euro","1993","Western calendar year","2966259602",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2007","1000","Euro","2008","Western calendar year","23637590130",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2007","600","2001 GRD euro / euro","1993","Western calendar year","15970000000",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2007","500","2001 GRD euro / euro","1993","Western calendar year","16309000000",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2007","1000","Euro","2008","Western calendar year","174499203226",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2007","600","2001 GRD euro / euro","1993","Western calendar year","171259655325",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2007","500","2001 GRD euro / euro","1993","Western calendar year","179011048785",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2006","1000","Euro","2008","Western calendar year","21953543015",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2006","600","2001 GRD euro / euro","1993","Western calendar year","22518676059",""
"Greece","3.2","Individual consumption expenditure of households","Food and non-alcoholic beverages","01","2006","500","2001 GRD euro / euro","1993","Western calendar year","26070626661",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2006","1000","Euro","2008","Western calendar year","5629653815",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2006","600","2001 GRD euro / euro","1993","Western calendar year","5774573630",""
"Greece","3.2","Individual consumption expenditure of households","Alcoholic beverages, tobacco and narcotics","02","2006","500","2001 GRD euro / euro","1993","Western calendar year","6700385995",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2006","1000","Euro","2008","Western calendar year","7415218249",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2006","600","2001 GRD euro / euro","1993","Western calendar year","7928090007",""
"Greece","3.2","Individual consumption expenditure of households","Clothing and footwear","03","2006","500","2001 GRD euro / euro","1993","Western calendar year","10553590997",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2006","1000","Euro","2008","Western calendar year","25575735804",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2006","600","2001 GRD euro / euro","1993","Western calendar year","28578704523",""
"Greece","3.2","Individual consumption expenditure of households","Housing, water, electricity, gas and other fuels","04","2006","500","2001 GRD euro / euro","1993","Western calendar year","26917443392",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2006","1000","Euro","2008","Western calendar year","7694413748",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2006","600","2001 GRD euro / euro","1993","Western calendar year","7431282388",""
"Greece","3.2","Individual consumption expenditure of households","Furnishings, household equipment and routine maintenance of the house","05","2006","500","2001 GRD euro / euro","1993","Western calendar year","8944723810",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2006","1000","Euro","2008","Western calendar year","7718555333",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2006","600","2001 GRD euro / euro","1993","Western calendar year","8980400050",""
"Greece","3.2","Individual consumption expenditure of households","Health","06","2006","500","2001 GRD euro / euro","1993","Western calendar year","8469615451",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2006","1000","Euro","2008","Western calendar year","21848235010",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2006","600","2001 GRD euro / euro","1993","Western calendar year","21090445278",""
"Greece","3.2","Individual consumption expenditure of households","Transport","07","2006","500","2001 GRD euro / euro","1993","Western calendar year","17620863873",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2006","1000","Euro","2008","Western calendar year","5343043296",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2006","600","2001 GRD euro / euro","1993","Western calendar year","5540451030",""
"Greece","3.2","Individual consumption expenditure of households","Communication","08","2006","500","2001 GRD euro / euro","1993","Western calendar year","1982172269",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2006","1000","Euro","2008","Western calendar year","6943019801",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2006","600","2001 GRD euro / euro","1993","Western calendar year","8632590558",""
"Greece","3.2","Individual consumption expenditure of households","Recreation and culture","09","2006","500","2001 GRD euro / euro","1993","Western calendar year","11579301942",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2006","1000","Euro","2008","Western calendar year","3453889176",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2006","600","2001 GRD euro / euro","1993","Western calendar year","3261441082",""
"Greece","3.2","Individual consumption expenditure of households","Education","10","2006","500","2001 GRD euro / euro","1993","Western calendar year","4717842353",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2006","1000","Euro","2008","Western calendar year","19969700906",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2006","600","2001 GRD euro / euro","1993","Western calendar year","19409906871",""
"Greece","3.2","Individual consumption expenditure of households","Restaurants and hotels","11","2006","500","2001 GRD euro / euro","1993","Western calendar year","22710036603",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2006","1000","Euro","2008","Western calendar year","11430369158",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2006","600","2001 GRD euro / euro","1993","Western calendar year","11967402463",""
"Greece","3.2","Individual consumption expenditure of households","Miscellaneous goods and services","12","2006","500","2001 GRD euro / euro","1993","Western calendar year","12920670057",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2006","1000","Euro","2008","Western calendar year","144975377310",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2006","600","2001 GRD euro / euro","1993","Western calendar year","151113963939",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure in domestic market","P.31","2006","500","2001 GRD euro / euro","1993","Western calendar year","159187273404",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2006","1000","Euro","2008","Western calendar year","2382720785",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2006","600","2001 GRD euro / euro","1993","Western calendar year","2382720785",""
"Greece","3.2","Individual consumption expenditure of households","Plus: Direct purchases abroad by residents","","2006","500","2001 GRD euro / euro","1993","Western calendar year","2383000000",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2006","1000","Euro","2008","Western calendar year","11356692547",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2006","600","2001 GRD euro / euro","1993","Western calendar year","11356690000",""
"Greece","3.2","Individual consumption expenditure of households","Less: Direct purchases in domestic market by non-residents","","2006","500","2001 GRD euro / euro","1993","Western calendar year","11357000000",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2006","1000","Euro","2008","Western calendar year","136001405548",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2006","600","2001 GRD euro / euro","1993","Western calendar year","142140017156",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2006","500","2001 GRD euro / euro","1993","Western calendar year","150213379009",""
"Greece","3.2","Individual consumption expenditure of households","Equals: Household final consumption expenditure","P.31","2006","400","2001 GRD euro / euro","1993","Western calendar year","160677000000",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2006","1000","Euro","2008","Western calendar year","3854472419",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2006","600","2001 GRD euro / euro","1993","Western calendar year","3271795153",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2006","500","2001 GRD euro / euro","1993","Western calendar year","2941928107",""
"Greece","3.2","Individual consumption expenditure of non-profit institutions serving households (NPISHs)","Equals: NPISHs final consumption expenditure","P.31/13","2006","400","2001 GRD euro / euro","1993","Western calendar year","6632399000",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2006","1000","Euro","2008","Western calendar year","21822050560",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2006","600","2001 GRD euro / euro","1993","Western calendar year","14194000000",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2006","500","2001 GRD euro / euro","1993","Western calendar year","14690000000",""
"Greece","3.2","Individual consumption expenditure of general government","Equals: Individual consumption expenditure of general government","P.31/14","2006","400","2001 GRD euro / euro","1993","Western calendar year","12869235000",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2006","1000","Euro","2008","Western calendar year","161677928528",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2006","600","2001 GRD euro / euro","1993","Western calendar year","159605812310",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2006","500","2001 GRD euro / euro","1993","Western calendar year","167845307116",""
"Greece","3.2","","Equals: Total actual individual consumption","P.41","2006","400","2001 GRD euro / euro","1993","Western calendar year","180178634000",""

